Fine_Mode_AOD,Coarse_Mode_AOD,FineModeFraction,Angstrom_Exponent(AE),AI,AT,CO_MF,HCHO_Amount,NO2_Column,Scattering_angle,SO2_Column,SSA,Aerosol_Type
0.052529,0.214564,0.195486,0.303039,0.73,304.686523,121.910815,1.40E+15,1.67E+15,108.37924,0.2,0.93,DU
0.031567,0.17607,0.154058,0.210963,1.13,303.562073,130.156024,3.58E+15,1.39E+15,173.120132,0.13,0.93,DU
0.115505,0.3375,0.254352,0.44855,0.53,301.751312,137.530542,-5.23E+15,3.26E+15,150.8167,0.3,0.95,UN
0.123624,0.342993,0.261203,0.493833,0.41,302.706482,132.398148,-1.62E+15,2.56E+15,107.889998,0.01,0.91,DU
0.071188,0.389707,0.154264,0.173611,1.5,304.877106,129.944396,3.08E+15,1.85E+15,112.528816,-0.06,0.92,DU
0.068185,0.282013,0.196997,0.34795,0.17,302.775299,135.464825,4.78E+15,1.73E+15,143.455296,0.18,0.93,DU
0.040662,0.098362,0.285501,0.737136,0.22,300.344086,130.740974,5.91E+15,2.65E+15,109.666519,0.2,0.93,DU
0.050919,0.116408,0.303741,0.828818,0.62,303.810089,121.779867,2.94E+15,3.42E+15,172.619109,0.41,0.95,UN
0.107688,0.237073,0.309396,0.609124,0.73,305.248138,119.153032,1.84E+15,5.66E+15,146.243546,0.16,0.96,UN
0.142468,0.221808,0.38961,0.856652,0.14,302.344971,119.790545,3.98E+15,2.74E+15,142.770332,0.34,0.96,UN
0.11135,0.267351,0.293577,0.552909,0.37,301.782471,119.393148,4.27E+15,2.23E+15,110.061519,0.1,0.97,UN
0.157474,0.452232,0.255013,0.411745,1.43,300.165436,127.564596,4.33E+15,2.05E+15,151.178891,0.15,0.94,DU
0.124526,0.457318,0.213168,0.289031,1.2,304.972595,115.594798,4.55E+15,1.97E+15,108.919998,0.15,0.94,DU
0.106128,0.40741,0.206623,0.281989,1.36,305.218079,113.828057,2.18E+15,2.23E+15,172.504913,0.08,0.95,UN
0.085539,0.383041,0.182876,0.254736,1.58,306.392334,117.957138,3.62E+15,2.29E+15,113.193569,0.17,0.94,DU
0.069206,0.114915,0.374999,0.861811,-0.34,302.793976,121.079861,9.22E+15,2.45E+15,142.827735,0.2,0.95,UN
0.061067,0.215589,0.220771,0.399465,0.68,306.372253,115.586119,4.73E+15,1.95E+15,162.798768,0.03,0.94,DU
0.060656,0.224899,0.21041,0.35079,0.58,302.406372,107.916798,5.93E+15,3.69E+15,109.706431,0.26,0.94,DU
0.07376,0.290829,0.200766,0.289128,1.1,303.187927,109.458583,5.46E+15,2.74E+15,170.495525,0.1,0.96,UN
0.096785,0.358928,0.212215,0.355356,-0.1,305.764252,108.547405,9.16E+15,2.28E+15,146.178387,0.17,0.95,UN
0.109948,0.425909,0.205302,0.336676,1.64,302.937073,116.072089,3.19E+15,2.72E+15,150.786383,0.06,0.95,UN
0.09802,0.281917,0.256489,0.480755,0.67,302.906372,105.356071,3.45E+15,2.30E+15,108.289998,0.11,0.94,DU
0.08859,0.240485,0.266222,0.522712,0.81,306.390564,112.531756,3.26E+15,2.24E+15,171.98744,0.06,0.95,UN
0.08317,0.275906,0.230075,0.402561,0.63,304.252502,113.703246,6.89E+15,3.89E+15,143.547558,0.14,0.95,UN
0.108213,0.249393,0.302289,0.629076,0.85,302.623016,107.512628,3.51E+15,2.44E+15,162.521294,0.15,0.96,UN
0.108545,0.193337,0.360163,0.806393,0.55,303.469299,106.112566,3.30E+15,2.84E+15,108.901678,0.34,0.94,DU
0.157286,1.162594,0.127253,0.095545,3.21,303.68927,108.19611,4.57E+15,3.14E+15,171.125472,0.18,0.93,DU
0.079325,0.170289,0.318888,0.673517,0.85,303.144989,105.477475,2.02E+15,2.22E+15,150.518962,0.11,0.95,UN
0.108451,0.240125,0.312806,0.655851,0.77,306.703064,103.242914,4.86E+15,2.03E+15,107.30498,0.28,0.94,DU
0.078173,0.107041,0.422571,1.084749,0.51,306.150726,105.422,5.96E+15,2.30E+15,172.659808,0.13,0.94,MX
0.109568,0.402196,0.214279,0.383391,0.86,305.06543,109.541625,3.39E+15,1.75E+15,144.747576,0.14,0.95,UN
0.088858,0.394394,0.184235,0.291801,1.66,305.315155,107.459952,3.42E+15,1.60E+15,162.758926,0.1,0.95,UN
0.087874,0.253311,0.25585,0.507278,0.88,302.813385,102.738779,2.08E+15,1.91E+15,108.06166,0.14,0.95,UN
0.050576,0.141077,0.290314,0.67933,0.77,304.844421,99.4741928,4.89E+15,2.22E+15,172.635931,0.19,0.94,DU
0.081317,0.23431,0.257587,0.530155,0.14,304.369598,112.591503,3.35E+15,2.31E+15,148.225349,-0.01,0.96,UN
0.109753,0.40115,0.216721,0.346322,1.02,302.270874,104.831861,4.13E+15,2.29E+15,150.253909,0.17,0.96,UN
0.129798,0.344201,0.273045,0.488481,0.47,306.625,113.96123,4.10E+15,2.01E+15,106.259998,0.13,0.96,UN
0.127227,0.248699,0.338387,0.700691,0.66,306.592987,117.396919,4.11E+15,1.38E+15,173.864772,0.01,0.96,UN
0.117474,0.225981,0.341955,0.72799,0.74,305.984985,117.12777,3.44E+15,1.34E+15,110.956219,0.18,0.94,DU
0.066591,0.103998,0.387116,0.920624,0.41,306.087189,103.746456,5.42E+15,2.01E+15,145.942788,0.31,0.95,UN
0.110699,0.318907,0.267014,0.49425,2.42,305.781464,104.448722,2.12E+15,1.77E+15,161.801559,0.07,0.94,DU
0.164024,0.697009,0.195818,0.242498,1.65,304.531128,104.307102,2.64E+15,2.46E+15,106.971731,0.19,0.94,DU
0.089578,0.193072,0.315149,0.660993,0.99,306.662903,104.174137,3.16E+15,2.14E+15,174.759409,0.33,0.95,UN
0.09904,0.174933,0.356837,0.771096,0.6,304.4375,104.012034,2.84E+15,1.75E+15,148.824279,0.05,0.94,DU
0.095228,0.170587,0.357691,0.789246,0.65,306.242645,107.720695,6.75E+15,1.58E+15,105.335051,0.1,0.94,DU
0.116128,0.182662,0.382437,0.814638,0.88,304.124786,106.69731,5.92E+15,1.82E+15,172.478392,0.09,0.94,DU
0.109105,0.190075,0.363591,0.765127,0.88,308.5,115.483999,4.14E+15,2.14E+15,109.868763,0.11,0.94,DU
0.208337,0.250746,0.457188,0.902682,0.44,304.210571,113.048024,3.31E+15,1.55E+15,146.475473,0.06,0.97,MX
0.233518,0.636869,0.268324,0.423983,1.88,303.441162,112.978883,5.27E+15,1.64E+15,160.04479,0,0.97,UN
0.263159,0.453015,0.368755,0.734214,1.08,302.56427,106.840264,9.22E+15,3.08E+15,106.061854,0.16,0.95,UN
0.3015,0.50549,0.373481,0.733827,1.44,303.249329,111.845097,5.44E+15,3.53E+15,172.609726,0.36,0.97,UN
0.176937,0.312932,0.360588,0.710412,-0.06,303.479858,110.592642,5.81E+15,2.36E+15,149.453598,0.07,0.95,UN
0.254488,0.313645,0.44782,0.910083,0.47,302.531799,110.770821,9.45E+15,2.23E+15,104.509998,0.35,0.96,MX
0.226272,0.208663,0.520266,1.006687,0.77,302.019562,124.17088,5.79E+15,2.10E+15,145.135143,0.1,0.95,MX
0.226849,0.263092,0.463853,0.908078,0.3,304.670044,113.951861,3.74E+15,1.72E+15,144.160808,0.23,0.97,MX
0.120578,0.144606,0.452341,1.023757,0.77,304.142853,114.664435,3.73E+14,2.28E+15,104.494522,0.06,0.95,MX
0.204103,0.242997,0.455909,1.00526,0.26,305.467438,111.296671,7.11E+15,3.29E+15,145.703634,0.38,0.95,MX
0.215454,0.223155,0.491039,1.029568,0.82,305.343964,113.51985,4.32E+15,2.62E+15,102.769998,0.41,0.95,MX
0.135653,0.22629,0.37501,0.759305,0.94,304.2453,111.307473,2.86E+15,4.02E+15,103.274698,0.45,0.94,DU
0.132619,0.114865,0.535142,1.232417,0.19,304.157135,109.370553,5.19E+15,2.95E+15,138.935984,0.75,0.97,MX
0.135519,0.131538,0.502484,1.158317,0.66,303.768097,102.152014,4.75E+15,2.48E+15,101.67233,0.67,0.93,MX
0.114864,0.121359,0.483416,1.131434,0.2,302.375763,110.074176,3.73E+15,7.16E+14,139.766354,0.41,0.97,MX
0.098307,0.111286,0.469625,1.097664,0.14,300.541779,94.2571045,6.71E+15,2.22E+15,134.458922,-0.04,0.97,MX
0.049104,0.0645,0.426034,1.064736,0.34,301.065033,93.5733617,3.99E+15,1.13E+15,99.6499978,0.24,0.93,MX
0.057846,0.059735,0.492534,1.275399,0.52,300.015472,130.420729,2.70E+15,2.33E+15,103.509522,0.15,0.91,MX
0.126979,0.287902,0.31113,0.562419,0.77,302.362396,107.786395,4.64E+15,1.99E+15,136.586019,0.3,0.95,UN
0.065553,0.051106,0.559866,1.467691,0.35,297.141785,95.1176802,3.27E+15,1.34E+15,97.3800155,0.07,0.93,MX
0.117343,0.154217,0.431333,0.892959,0.51,299.705719,107.432942,2.83E+15,3.09E+15,95.2654033,0.28,0.97,MX
0.116166,0.182299,0.378713,0.768156,0.81,300.108673,118.702076,5.68E+15,3.39E+15,134.996072,0.31,0.93,DU
0.125022,0.126966,0.491737,1.091363,0.86,301.562073,113.806886,5.31E+15,3.30E+15,95.1250508,0.21,0.91,MX
0.068644,0.094859,0.421265,0.913439,0.53,298.251556,117.071472,4.35E+15,3.41E+15,93.170421,0.41,0.93,MX
0.163711,0.203893,0.444167,0.837031,0.83,298.547363,111.676079,2.12E+15,2.92E+15,93.3150684,0,0.9,MX
0.108619,0.073918,0.576452,1.370903,0.32,299.264679,130.955334,4.72E+15,1.85E+15,138.133669,0.33,0.91,MX
0.169728,0.088259,0.657599,1.39827,0,297.144562,137.943967,1.09E+15,2.03E+15,124.46166,0.18,0.97,NAs
0.152323,0.175779,0.464555,0.921619,0.42,297.969421,125.904197,2.20E+15,2.54E+15,91.7454034,0.08,0.92,MX
0.071378,0.100511,0.417768,0.932363,0.3,295.236084,135.240614,3.15E+15,2.74E+15,95.4346805,0.08,0.91,MX
0.045897,0.048724,0.48808,1.271334,0.52,291.940155,116.105781,-6.51E+14,2.13E+15,138.326055,-0.06,0.94,MX
0.026998,0.043727,0.373487,1.00834,0.07,293.87616,113.845523,5.78E+14,1.71E+15,125.131413,0.29,0.94,DU
0.043548,0.066657,0.393366,0.892606,0.33,296.018646,119.502822,2.30E+15,1.63E+15,91.239998,0.17,0.93,DU
0.041968,0.078885,0.353523,0.754675,0.49,296.125122,139.514322,2.16E+15,3.39E+15,95.2495571,0.18,0.91,DU
0.075324,0.204151,0.247459,0.477377,0.77,299.078735,136.345802,3.82E+15,4.00E+15,141.211019,0.16,0.91,DU
0.168147,0.275109,0.379446,0.769873,0.9,298.344299,141.116162,4.30E+15,3.78E+15,92.7349098,0.13,0.92,DU
0.142899,0.127286,0.527022,1.19309,0.11,299.1716,131.763436,4.60E+15,2.09E+15,143.99639,0.68,0.94,MX
0.165962,0.11414,0.59258,1.437027,0.14,298.249847,144.088192,-7.62E+14,4.01E+15,127.701184,0.78,0.95,MX
0.122355,0.088296,0.564524,1.258575,0.35,299.141113,128.549875,2.68E+15,2.10E+15,92.0899979,0.55,0.93,MX
0.118811,0.11053,0.510956,1.236143,0.46,300.124237,138.388201,4.49E+15,5.12E+15,96.4145219,0.87,0.97,MX
0.108837,0.213413,0.338666,0.576576,0.86,300.314362,129.115264,2.88E+15,2.25E+15,144.138546,0.21,0.92,DU
0.060544,0.286409,0.173343,0.134331,0.72,296.032684,123.030203,5.11E+15,8.74E+14,138.696589,0.08,0.89,DU
0.083233,0.174676,0.322653,0.556635,0.44,294.228668,127.360906,-1.93E+15,2.30E+15,131.445884,-0.07,0.93,DU
0.020343,0.100531,0.168328,0.276534,0.47,296.612183,137.315566,1.08E+15,1.64E+15,98.7593279,0.03,0.87,DU
0.091788,0.312867,0.22731,0.305517,0.76,301.43222,156.063706,4.45E+15,2.78E+15,146.373493,0.19,0.91,DU
0.124352,0.330802,0.27269,0.391191,0.73,301.373779,162.496639,2.29E+15,2.59E+15,144.018816,-0.04,0.89,DU
0.135579,0.276909,0.321175,0.539945,1.19,301.123138,153.050169,4.65E+15,2.57E+15,96.9872069,0.36,0.89,DU
0.127198,0.253775,0.333083,0.611728,0.33,300.737305,148.812092,7.24E+15,2.32E+14,149.14851,0.2,0.92,DU
0.150111,0.287555,0.343434,0.619318,0.87,297.958099,160.660524,3.68E+15,3.69E+15,136.618181,0.65,0.91,DU
0.142731,0.25444,0.358858,0.679217,0.85,300.641571,140.867734,4.91E+15,4.01E+15,97.135227,0.44,0.93,DU
0.104757,0.249451,0.295425,0.501583,1.25,300.062622,153.564123,5.17E+15,2.39E+15,102.011678,0.19,0.88,DU
0.064736,0.167973,0.271473,0.47014,0.67,298.453064,139.122877,2.41E+15,1.18E+15,149.506077,-0.74,0.94,DU
0.112009,0.198934,0.357244,0.675048,0.73,299.224945,150.296838,2.11E+15,2.62E+15,100.187066,0.38,0.91,DU
0.190721,0.684471,0.218502,0.182686,0.86,297.854553,135.419256,1.92E+14,2.60E+15,141.177652,0.26,0.93,DU
0.199459,0.146072,0.576869,1.345958,0.49,299.703064,148.771393,2.91E+15,4.00E+15,161.267153,0.75,0.94,MX
0.152425,0.195478,0.436971,0.825849,0.55,300.579834,147.775706,3.59E+15,3.14E+15,105.341502,0.55,0.91,MX
0.085283,0.199687,0.299339,0.487847,0.58,301.622589,155.17684,5.32E+15,1.79E+15,147.148193,0.23,0.89,DU
0.049082,0.145773,0.244676,0.414567,0.56,300.36087,136.456202,2.69E+15,6.05E+14,154.918075,0.06,0.92,DU
0.054779,0.306509,0.153714,0.117457,0.98,299.099365,139.971848,1.98E+14,2.01E+15,103.529522,0.13,0.88,DU
0.072767,0.216979,0.254525,0.32516,1.18,301.124664,150.355724,3.98E+15,1.78E+15,167.646777,0.59,0.91,DU
0.14326,0.371393,0.290289,0.392733,0.19,300.968536,132.955123,5.18E+15,2.41E+15,149.605949,0.13,0.95,UN
0.147392,0.412934,0.267959,0.376917,0.77,298.147339,147.226213,1.11E+15,3.62E+15,145.834755,0.08,0.93,DU
0.144643,0.387135,0.272025,0.379428,1.01,301.733978,138.204342,2.63E+15,4.08E+15,103.689998,0.44,0.94,DU
0.147905,0.602699,0.197286,0.170832,1.76,299.832581,148.143896,6.19E+14,2.45E+15,167.379503,0.17,0.94,DU
0.101437,0.350135,0.225827,0.264105,1.68,298.345062,150.293207,1.44E+15,1.26E+15,108.696343,-0.03,0.91,DU
0.094651,0.298115,0.253746,0.36208,0.78,299.827087,133.820849,4.28E+15,1.38E+15,145.908017,0.12,0.94,DU
0.114137,0.517863,0.182812,0.177489,1.75,298.7659,144.562317,2.87E+15,6.78E+14,160.042652,0.02,0.91,DU
0.098094,0.318219,0.232871,0.329639,1.22,300.093414,134.011954,1.41E+15,1.16E+15,106.616784,0.03,0.95,UN
0.232447,1.034807,0.18261,0.082857,2.37,299.780151,143.13428,2.80E+15,3.10E+15,171.377359,0.05,0.94,DU
0.110575,0.369424,0.230504,0.225574,0.95,298.938385,147.192783,1.82E+15,1.44E+15,149.781982,-0.27,0.93,DU
0.60872,2.417004,0.201052,0.019964,3.5,301.093414,136.028841,1.32E+15,2.99E+15,106.410068,0.16,0.95,UN
0.288665,0.987795,0.226139,0.170009,1.94,302.374573,143.887285,3.01E+15,3.90E+15,172.61187,0.22,0.95,UN
0.200174,0.556774,0.266333,0.346006,1.52,303.112183,153.269391,2.98E+15,3.88E+15,111.418763,0.24,0.91,DU
0.142583,0.339978,0.297248,0.477383,0.33,303.012695,124.440867,4.76E+15,3.17E+15,144.367911,0.57,0.95,UN
0.134062,0.263867,0.334086,0.554557,0.76,301.765686,140.155838,6.90E+15,2.66E+15,163.011929,0.1,0.95,UN
0.124289,0.243297,0.337431,0.594638,0.61,303.48288,130.411288,2.62E+15,3.58E+15,108.751731,0.28,0.93,DU
0.105366,0.229129,0.315109,0.515124,0.99,303.001312,134.713114,2.50E+15,3.02E+15,173.112623,0.75,0.96,UN
0.056458,0.067041,0.457097,0.972802,0.4,301.397797,142.82047,3.39E+15,2.54E+15,151.211488,0.19,0.92,MX
0.063829,0.08627,0.418302,0.821816,0.25,303.843872,128.957739,3.03E+15,1.59E+15,108.189998,0.16,0.92,MX
0.06144,0.09347,0.393466,0.739382,0.49,304.203735,143.15815,3.09E+14,3.09E+15,174.978233,0.12,0.93,DU
0.098833,0.207987,0.320069,0.581915,0.71,304.689056,147.563193,3.74E+15,2.62E+15,112.861184,0.19,0.91,DU
0.264502,0.647175,0.291749,0.453983,0.64,304.339996,131.971749,4.85E+15,4.48E+15,143.167735,0.71,0.96,UN
0.213854,0.423321,0.335288,0.553356,1.07,303.66983,140.046811,4.54E+15,2.50E+15,163.886453,0.05,0.93,DU
0.18703,0.403355,0.311154,0.486465,1.3,304.348328,131.611673,2.21E+15,2.28E+15,109.884116,0.19,0.95,UN
0.134228,0.326029,0.289406,0.457573,0.89,304.021912,120.836097,2.09E+15,3.78E+15,151.684085,0.37,0.93,DU
0.104207,0.250775,0.291848,0.466763,0.71,306.356781,124.07712,3.42E+15,2.88E+15,108.989998,0.28,0.95,UN
0.104173,0.262602,0.283992,0.459092,0.84,304.809692,124.752758,3.42E+15,2.58E+15,173.865072,0.16,0.96,UN
0.142966,0.296293,0.324467,0.576984,1.16,306.125,132.014975,4.58E+15,3.37E+15,113.431219,0.47,0.92,DU
0.117781,0.403717,0.226293,0.319157,0.27,303.858093,121.897228,5.18E+15,2.61E+15,142.627735,0.13,0.96,UN
0.351035,1.274752,0.216711,0.090804,1.98,301.625671,117.754098,7.75E+14,1.19E+15,163.481312,-0.04,0.97,UN
0.218005,0.873285,0.200061,0.120927,2.64,299.187714,114.815124,1.63E+15,1.77E+15,110.116484,-0.11,0.95,UN
0.21362,0.798587,0.211044,0.1499,0.77,305.261169,118.141818,4.08E+15,1.93E+15,145.780913,0.09,0.95,UN
0.197017,0.823123,0.192287,0.12279,2.46,300.15625,130.676199,1.38E+15,1.82E+15,151.204032,0.19,0.93,DU
0.173186,0.696444,0.199179,0.152333,2.14,304.533051,111.326693,6.57E+15,1.80E+15,108.909998,0.05,0.94,DU
0.167868,0.625755,0.211315,0.190073,2.08,304.482788,116.964806,4.32E+15,1.72E+15,172.377387,-0.06,0.95,UN
0.11367,0.165813,0.404254,0.74212,0.12,304.79306,115.050212,4.17E+15,1.51E+15,142.910226,0.13,0.95,MX
0.081552,0.163309,0.334681,0.58499,0.54,304.11911,112.337361,4.25E+15,1.48E+15,162.476329,0,0.94,DU
0.037556,0.096909,0.288805,0.523771,0.05,303.724792,100.105312,3.04E+15,1.95E+15,109.583905,0.16,0.94,DU
0.045568,0.055454,0.450705,0.943739,0.7,303.107483,104.509211,2.30E+15,2.48E+15,170.735543,0.54,0.95,MX
0.057723,0.037503,0.596183,1.371871,0.02,302.000305,109.022949,3.33E+15,2.08E+15,150.066418,0.16,0.96,MX
0.069367,0.058816,0.550298,1.225006,-0.42,306.966431,101.404518,4.30E+15,2.98E+15,108.199998,0.38,0.94,MX
0.120969,0.379219,0.247149,0.281448,0.76,302.357788,104.87144,4.94E+15,1.45E+15,171.67972,0.01,0.96,UN
0.084645,0.238905,0.262303,0.37013,0.85,306.143555,107.906947,3.06E+15,2.21E+15,112.246166,0.1,0.94,DU
0.142232,0.379859,0.272197,0.43129,0.58,302.126617,108.248441,1.62E+15,2.75E+15,143.910367,0.32,0.96,UN
0.262949,0.802249,0.246564,0.333999,2.39,300.5,104.224408,1.65E+15,1.94E+15,161.446118,0.05,0.95,UN
0.31247,0.798803,0.280827,0.375959,2.42,300.405029,104.779536,1.30E+15,1.96E+15,108.626484,0.12,0.96,UN
0.126897,0.231128,0.35511,0.621916,0.38,306.385406,103.22438,2.86E+15,1.97E+15,147.670737,-0.08,0.96,UN
0.134008,0.18661,0.420819,0.785116,0.81,302.917206,115.10351,2.67E+15,2.13E+15,149.056594,0.22,0.95,MX
0.185235,0.28352,0.395814,0.685286,0.57,306.670044,105.473923,2.07E+15,1.58E+15,125.454168,0.13,0.94,DU
0.147091,0.216523,0.403977,0.716098,0.9,306.968414,106.300869,8.56E+14,1.60E+15,171.951929,0.15,0.96,MX
0.147015,0.191644,0.434475,0.793121,0.86,305.71875,107.1312,7.54E+15,1.98E+15,111.195973,0.04,0.95,MX
0.09738,0.092628,0.538914,1.078059,-0.23,305.210571,112.248328,5.76E+15,1.99E+15,145.225473,0.22,0.95,MX
0.065337,0.066886,0.49354,1.029468,0.05,304.779602,104.65799,4.92E+15,2.44E+15,107.559081,0.37,0.94,MX
0.067573,0.06732,0.494206,1.079412,0.78,305.728485,106.195054,4.82E+15,2.00E+15,174.125507,0.23,0.95,MX
0.195751,0.217274,0.463465,0.914504,0.88,303.040741,115.912678,4.18E+15,2.25E+15,148.284174,0.21,0.97,MX
0.179797,0.200561,0.465199,0.91043,0.3,302.833679,108.604794,2.50E+15,1.94E+15,125.573276,0.26,0.96,MX
0.137585,0.218418,0.38761,0.718023,0.8,303.032684,108.934098,3.82E+15,1.46E+15,172.644385,0.05,0.96,UN
0.2811,0.676327,0.2965,0.454287,1.45,303.503662,118.176448,-1.53E+16,1.82E+15,146.28807,0.18,0.95,UN
0.344027,0.673212,0.337117,0.567135,2.27,300.280487,108.790118,2.63E+15,1.96E+15,160.194173,0.33,0.91,DU
0.426872,1.373233,0.239941,0.322997,2.57,301.396332,114.607058,8.15E+15,4.40E+15,175.271882,0.5,0.95,UN
0.072366,0.183369,0.282862,0.486926,-0.32,302.313538,108.935958,6.17E+15,2.05E+15,149.738722,0.19,0.95,UN
0.128253,0.235157,0.353386,0.640741,0.85,302.750427,114.279993,3.06E+15,1.70E+15,147.556788,0.14,0.95,UN
0.141868,0.228611,0.382652,0.704389,0.72,301.718414,107.30531,3.04E+15,1.76E+15,105.209998,0.28,0.95,UN
0.142879,0.183302,0.438371,0.87719,0.85,302.875671,106.548815,4.92E+15,2.63E+15,171.17583,0.29,0.96,MX
0.23571,0.231844,0.500921,1.018649,0.49,305.625,113.563146,5.37E+15,2.28E+15,109.446255,0.16,0.96,MX
0.311111,0.475745,0.395638,0.720836,1.89,301.188171,114.165131,3.62E+15,2.75E+15,159.032405,0.2,0.95,UN
0.296534,0.333211,0.470715,0.918236,0.94,302.313385,107.85777,-3.26E+16,3.52E+15,105.864169,0.46,0.97,MX
0.314732,0.381292,0.451728,0.869184,0.94,301.666321,117.32009,3.72E+15,2.72E+15,146.567352,0.06,0.96,MX
0.287725,0.327703,0.467314,0.879036,1.24,301.563385,116.649384,6.99E+15,2.19E+15,167.634538,0.17,0.93,MX
0.224938,0.274828,0.448973,0.871236,0.33,305.127777,119.036033,3.47E+15,2.96E+15,145.650667,0.48,0.96,MX
0.253954,0.290378,0.466706,0.877223,1.1,302.750427,113.472654,3.76E+15,3.96E+15,105.211942,0.6,0.97,MX
0.267051,0.344684,0.437802,0.815413,0.8,304.064545,113.692271,9.90E+15,3.80E+15,166.751988,1.12,0.94,MX
0.25806,0.292651,0.468601,0.939223,0.11,304.295441,103.579119,-2.66E+16,5.05E+15,147.721037,0.69,0.97,MX
0.321643,0.395054,0.448786,0.885733,0.63,302.749847,111.27155,4.44E+15,2.70E+15,144.875161,0.32,0.95,MX
0.086493,0.225383,0.27775,0.377249,1.32,303.085327,109.615587,3.98E+15,2.33E+15,102.72028,0.39,0.93,DU
0.104595,0.127122,0.451851,0.879286,0.83,301.75,122.818165,4.18E+15,3.75E+15,107.131713,0.16,0.94,MX
0.291291,0.267795,0.521079,0.989892,0.51,303.843079,120.172384,2.38E+15,2.30E+15,142.053581,0.65,0.97,MX
0.176654,0.133129,0.570113,1.165098,0.36,304.406372,117.39107,4.19E+15,3.18E+15,101.310315,0.54,0.97,MX
0.217314,0.248162,0.467811,0.903152,0.26,302.607208,124.566581,5.36E+15,4.73E+15,138.41344,0.46,0.94,MX
0.183006,0.142169,0.566024,1.24548,0.55,302.971405,105.480554,2.88E+15,3.78E+15,99.3499978,0.95,0.97,MX
0.06764,0.085715,0.441735,0.894673,0.5,299.719849,105.899982,4.58E+15,1.15E+15,136.261002,0.28,0.94,MX
0.0491,0.058439,0.459998,0.96222,0.47,300.766113,97.0180806,2.57E+15,1.65E+15,99.272489,0.09,0.92,MX
0.069453,0.066848,0.503776,1.022509,0.17,296.999847,89.8045811,-2.06E+14,1.47E+15,129.759186,0.53,0.94,MX
0.115751,0.085748,0.565089,1.140681,0.47,299.563263,110.189699,3.88E+15,2.66E+15,97.1099978,0.2,0.92,MX
0.113413,0.159754,0.414801,0.763762,0.51,300.593323,128.153914,4.50E+15,3.71E+15,135.016037,0.27,0.91,MX
0.124617,0.120549,0.5068,1.079476,0.64,300.580505,126.441674,3.27E+15,2.96E+15,96.9525772,0.15,0.89,MX
0.126733,0.088732,0.589324,1.171421,0.26,297.521912,110.99709,3.73E+15,1.85E+15,126.784274,0.1,0.94,MX
0.063502,0.134377,0.325051,0.596394,0.32,295.163177,134.870576,2.59E+15,1.75E+15,98.4046981,-0.06,0.89,DU
0.054535,0.03853,0.587943,1.33916,0.33,296.421936,110.381901,2.18E+15,1.71E+15,135.061072,0.38,0.94,MX
0.052159,0.112756,0.312533,0.558434,0.62,292.987396,110.78364,1.18E+15,2.17E+15,94.8000508,0.09,0.89,DU
0.200495,0.054597,0.783114,1.209948,0.44,295.939056,122.164816,4.49E+15,3.82E+14,136.703616,0.12,0.94,SA
0.070139,0.126363,0.361292,0.70935,0.23,295.063538,109.720348,3.63E+15,2.36E+15,124.411572,0.3,0.93,DU
0.156157,0.1567,0.496166,1.027613,0.53,298.204956,121.681576,1.87E+15,2.44E+15,92.4375244,0.36,0.9,MX
0.100381,0.19065,0.342654,0.586898,0.9,296.438049,115.006403,2.43E+15,7.15E+14,141.303828,-0.19,0.93,DU
0.052405,0.140123,0.269784,0.434472,0.42,293.482635,131.260367,2.94E+15,1.39E+15,141.688511,0.03,0.91,DU
0.094262,0.421413,0.18349,0.105333,0.86,293.64267,133.749238,1.57E+15,1.60E+15,135.419221,-0.16,0.92,DU
0.100193,0.246111,0.288078,0.38686,0.62,295.375763,152.070285,5.26E+15,3.35E+15,92.964945,0.3,0.93,DU
0.054403,0.149845,0.26453,0.434118,0.56,294.471497,128.295226,3.91E+15,1.29E+15,92.4099979,0.12,0.92,DU
0.104226,0.115992,0.473156,1.02154,0.39,295.110077,146.337754,5.38E+14,2.61E+15,96.7919954,0.17,0.89,MX
0.151466,0.259605,0.369736,0.675975,0.18,299.139252,153.234233,6.82E+15,3.06E+15,144.526037,0.37,0.93,DU
0.052098,0.105151,0.324658,0.483961,0.53,298.280579,148.395261,2.35E+15,2.43E+15,94.7573128,0.01,0.88,DU
0.11386,0.33696,0.25269,0.332565,0.48,299.669739,151.576648,-6.62E+15,4.16E+15,146.600931,0.25,0.91,DU
0.066344,0.11396,0.369674,0.632949,0.81,299.49881,156.551675,-3.00E+16,4.27E+15,97.5846981,0.03,0.92,DU
0.155136,0.130359,0.528725,1.073884,0.16,298.62677,158.135276,3.08E+15,5.19E+15,137.695496,0.95,0.94,MX
0.144006,0.148794,0.491098,0.982753,0.41,301.031586,160.330705,-1.79E+14,5.09E+15,97.7102446,0.32,0.92,MX
0.188145,0.265881,0.417191,0.739357,1.16,301.486511,178.844988,4.27E+15,4.71E+15,102.766678,0.68,0.89,MX
0.020663,0.07735,0.209162,0.360008,0.18,299.717773,126.847833,2.60E+15,1.74E+15,147.413281,0.33,0.9,DU
0.115556,0.269957,0.298178,0.274574,1.21,300.221283,147.064773,1.77E+15,1.59E+15,100.912136,0.12,0.88,DU
0.112414,0.473862,0.191767,0.158147,0.62,299.577728,144.522439,2.53E+15,3.51E+15,149.913334,0.6,0.94,DU
0.179582,0.56086,0.246217,0.291359,0.85,298.280273,159.017173,2.69E+15,3.48E+15,142.650231,0.49,0.94,DU
