Fine_Mode_AOD,Coarse_Mode_AOD,FineModeFraction,Angstrom_Exponent(AE),AI,AT,CO_MF,HCHO_Amount,NO2_Column,Scattering_angle,SO2_Column,SSA,Aerosol_Type
0.163937,0.460422,0.262184,0.382507,1.62,299.143311,162.367705,1.14E+15,2.77E+15,101.075192,0.08,0.88,DU
0.1741,0.471503,0.268133,0.36653,1.39,299.828827,153.942576,4.35E+15,2.05E+15,106.228975,0.44,0.91,DU
0.124335,0.210397,0.367576,0.654663,-0.21,300.563934,140.513499,5.28E+15,2.91E+15,146.948105,0.41,0.93,DU
0.123502,0.126061,0.490136,0.984597,-0.01,300.067047,135.181232,3.43E+15,3.87E+15,104.254522,0.57,0.96,MX
0.116687,0.089324,0.553594,1.119697,0.63,301.264343,134.939172,4.70E+15,5.41E+15,168.349444,1.23,0.94,MX
0.144786,0.240373,0.371859,0.682963,0.55,299.875885,153.785461,3.49E+15,6.37E+15,147.147299,1.06,0.93,DU
0.157766,0.23036,0.406222,0.788442,0.57,300.815033,156.981546,2.25E+15,4.56E+15,104.245121,0.52,0.91,MX
0.12344,0.296568,0.292897,0.340802,1.01,298.709259,144.697412,-1.67E+15,3.43E+15,168.687188,0.35,0.94,DU
0.032942,0.094674,0.259061,0.399921,0.4,298.157013,146.334265,3.95E+15,2.00E+15,109.443852,0.16,0.91,DU
0.155303,0.226765,0.408389,0.792613,-0.13,301.999878,149.066741,-5.69E+16,3.68E+15,145.640455,0.53,0.92,MX
0.07463,0.11624,0.385663,0.804283,0.16,302.470612,140.744482,-3.29E+16,3.68E+15,107.076872,0.34,0.98,UN
0.138893,0.259453,0.343945,0.67771,1.09,303.109528,145.632489,3.88E+15,5.11E+15,171.822411,1.11,0.94,DU
0.10967,0.199815,0.351544,0.687192,0.93,302.673035,132.660864,5.43E+15,5.44E+15,147.987964,0.76,0.95,UN
0.153498,0.215275,0.415799,0.909976,0.49,303.405273,126.704327,2.70E+15,6.23E+15,150.037141,1.23,0.94,MX
0.085128,0.122794,0.409433,0.93128,0.2,304.250427,140.146192,1.87E+15,5.24E+15,106.790068,0.71,0.93,MX
0.078482,0.235093,0.257669,0.445811,0.81,303.751099,139.513296,4.32E+15,4.91E+15,173.196712,0.63,0.93,DU
0.124482,0.247225,0.327519,0.624849,0.37,303.231598,153.76515,4.33E+15,2.92E+15,111.663711,0.31,0.91,DU
0.076997,0.261404,0.227232,0.273475,0.37,305.747131,114.986156,4.67E+15,5.23E+15,108.819998,0.7,0.96,UN
0.143351,0.308779,0.310535,0.459342,1.22,306.045837,109.508036,3.44E+15,4.21E+15,172.132334,0.37,0.95,UN
0.066997,0.200383,0.248155,0.305758,0.86,306.173035,118.765446,2.74E+15,2.88E+15,113.013534,0.14,0.94,DU
0.062419,0.2955,0.174405,0.23653,0.75,304.648956,113.784182,4.89E+15,1.92E+15,143.032735,0.07,0.94,DU
0.091796,0.266892,0.255486,0.451155,0.96,301.999115,105.799094,4.13E+15,2.99E+15,109.441396,0.5,0.93,DU
0.109351,0.36809,0.229853,0.362755,1.88,303.790894,109.139364,4.70E+15,2.93E+15,170.77549,0.76,0.94,DU
0.148813,0.287098,0.335222,0.648099,0,306.449646,106.609999,7.07E+15,2.53E+15,146.565843,0.04,0.96,UN
0.230493,0.303539,0.430911,0.848666,1.04,306.278717,115.017927,4.99E+15,1.79E+15,171.819702,0.01,0.96,MX
0.203585,0.284645,0.417076,0.813865,1.05,306.876556,116.423665,5.81E+15,2.04E+15,112.171149,0.02,0.96,MX
0.063017,0.090089,0.411495,0.948885,0.18,305.856598,104.254567,8.07E+15,3.99E+15,144.05277,0.84,0.95,MX
0.127909,0.215754,0.373365,0.757452,1.38,306.413025,109.783937,4.18E+15,2.40E+15,161.713838,0.15,0.95,UN
0.18261,1.045984,0.14915,0.112746,2.68,304,104.480699,3.78E+15,3.06E+15,108.516466,0.26,0.94,DU
0.126258,0.150051,0.454124,1.007847,0.49,304.603973,105.18548,7.15E+15,2.65E+15,149.403909,0.19,0.95,MX
0.111539,0.174178,0.385696,0.80988,0.65,306.452545,107.758176,5.89E+15,1.86E+15,106.989998,0.15,0.94,DU
0.11435,0.195509,0.36644,0.721462,0.89,307.592773,111.673347,7.52E+15,1.72E+15,172.444437,0,0.94,DU
0.102923,0.143663,0.416633,0.88302,0.64,306.125,115.018338,5.19E+15,2.08E+15,111.171166,0.14,0.95,MX
0.221761,0.164471,0.574115,1.084033,1.08,303.874573,110.83067,7.04E+15,1.58E+15,160.771788,0.03,0.97,MX
0.20393,0.228929,0.478532,0.889107,1.62,304,105.322555,7.26E+15,3.05E+15,106.609222,0.49,0.94,MX
0.164559,0.134427,0.550793,1.068075,0.98,306.027405,110.041204,6.50E+15,4.00E+15,174.682129,0.7,0.96,MX
0.225974,0.248916,0.475735,0.910022,0.36,303.219086,107.479522,1.27E+15,1.68E+15,105.069998,0.12,0.98,MX
0.163436,0.195215,0.456104,0.914968,0.76,303.374329,107.16174,4.73E+15,1.79E+15,171.236289,0.14,0.95,MX
0.187012,0.138285,0.5746,1.238373,0.36,304.75,103.842467,7.09E+15,2.40E+15,109.523711,0.24,0.96,MX
0.168016,0.175252,0.490775,1.016187,0.21,306.420868,119.3416,5.69E+15,1.50E+15,146.36049,0.13,0.96,MX
0.242277,0.21494,0.530028,1.077472,0.95,302.718872,110.827181,5.16E+15,1.94E+15,159.380143,-0.02,0.95,MX
0.372825,0.636342,0.375549,0.577071,1.13,304.979797,119.221943,7.64E+14,1.68E+15,145.360649,0.26,0.97,UN
0.219152,0.19437,0.529281,1.009125,1.12,305.374115,117.32339,4.54E+15,1.40E+15,156.783216,-0.03,0.94,MX
0.163643,0.151128,0.519523,1.002462,0.64,304.01947,114.71867,2.11E+15,1.38E+15,105.164434,0.01,0.97,MX
0.111657,0.096425,0.532357,1.164479,0.72,303.250153,114.301355,3.54E+15,2.50E+15,165.64455,0.52,0.95,MX
0.234537,0.221045,0.514674,0.999325,0.46,304.286133,112.673277,5.36E+15,2.22E+15,103.530209,0.44,0.96,MX
0.207,0.167307,0.552995,1.208979,-0.14,304.152954,114.013999,7.46E+15,1.76E+15,144.533493,1.2,0.98,MX
0.187503,0.166887,0.526893,1.052476,0.46,304.993835,102.090716,3.49E+15,3.22E+15,140.625914,0.54,0.94,MX
0.21752,0.185214,0.540508,1.122779,0.61,303.611969,106.286297,5.35E+15,3.05E+15,101.015333,0.39,0.94,MX
0.241603,0.132975,0.644799,1.13058,0.79,302.455048,95.9432912,5.27E+15,2.35E+15,101.167401,0.59,0.93,SA
0.110068,0.131698,0.441361,0.927717,0.54,300.516663,110.380394,4.00E+15,3.08E+15,135.931019,0.33,0.93,MX
0.147195,0.08253,0.636689,1.29523,0.73,300.204407,98.9777782,4.21E+15,3.78E+15,98.9999978,0.51,0.91,SA
0.07848,0.0901,0.459563,0.999527,0.02,298.104126,104.089689,1.02E+15,3.40E+15,126.516889,0.36,0.93,MX
0.285102,0.09244,0.745744,1.338653,0.49,299.609985,135.608868,3.98E+15,3.27E+15,92.6103858,0.63,0.92,SA
0.26764,0.062872,0.802583,1.143486,0.59,299.375427,115.436188,8.33E+15,1.44E+15,136.748581,0.25,0.92,SA
0.184158,0.07703,0.700825,1.280565,0.56,299.267334,115.574729,5.45E+15,1.33E+15,138.90616,0.12,0.92,SA
0.315769,0.04861,0.864351,1.328984,0.22,297.293091,114.882201,2.35E+15,3.96E+15,124.814063,0.06,0.91,SA
0.268149,0.050262,0.83427,1.191548,0.53,298.235657,110.314324,3.79E+15,2.28E+15,91.5054034,0.33,0.9,MA
0.169038,0.085788,0.662141,1.043448,0.96,296.315247,133.502988,2.89E+15,3.35E+15,95.4146453,0.25,0.89,MA
0.21061,0.083933,0.712739,1.044548,0.82,299.250122,132.632684,3.49E+15,2.71E+15,139.251072,-0.01,0.91,SA
0.276874,0.094945,0.742734,1.27072,0.72,299.220184,123.624105,3.35E+15,4.46E+15,92.5399979,0.64,0.92,SA
0.326934,0.128095,0.715513,1.058438,0.59,297.417358,125.698987,1.96E+15,3.87E+15,126.47629,0.4,0.93,SA
0.190347,0.146782,0.565652,0.996344,0.49,299.611084,141.932095,4.08E+15,2.96E+15,91.5454034,0.27,0.91,MX
0.115195,0.06509,0.637915,0.92907,0.27,297.249878,119.94725,3.97E+15,1.51E+15,142.208546,0.1,0.92,SA
0.06017,0.047672,0.555335,0.228748,0.27,294.408997,120.555928,4.03E+15,9.37E+14,93.292401,-0.03,0.92,MX
0.207963,0.473607,0.305263,0.406243,0.83,298.266785,145.888164,-4.88E+16,2.19E+15,144.976143,0.34,0.91,DU
0.065857,0.019904,0.748501,0.186203,0.26,296.360962,109.229241,2.99E+15,1.76E+15,95.2422951,0.24,0.93,SA
0.123954,0.327327,0.289077,0.228333,0.65,296.271759,132.820589,3.16E+15,2.12E+15,133.67334,0.24,0.93,DU
0.235802,0.939264,0.200401,0.118228,1.14,297.649261,124.97148,4.76E+15,2.10E+15,95.1652976,0.04,0.9,DU
0.248494,0.260177,0.489014,0.654285,0.71,297.487183,165.022208,1.74E+15,2.66E+15,100.009275,0.28,0.91,MX
0.105529,0.171726,0.38165,0.378486,0.52,298.201752,119.112916,1.30E+15,1.91E+15,146.843405,0.32,0.94,DU
0.228563,0.150186,0.600073,0.990152,0.42,299.764465,130.424834,4.61E+15,3.19E+15,98.1272422,0.59,0.98,NAs
0.273157,1.76134,0.134318,-0.003962,2.23,297.11087,121.905858,2.73E+15,1.68E+15,147.423246,-0.07,0.92,DU
0.21147,0.559034,0.275077,-0.068608,1.52,296.265564,145.996228,3.76E+15,1.97E+15,151.943428,0.05,0.92,DU
0.093172,0.170264,0.353929,0.383027,0.42,298.033356,140.79838,1.19E+15,3.27E+15,143.485073,0.23,0.93,DU
0.257207,0.157453,0.611439,0.796603,0.34,299.61087,135.710033,2.90E+15,3.70E+15,101.650174,0.84,0.93,SA
0.244339,0.148119,0.613217,0.989536,0.46,300.999023,146.119084,4.93E+15,3.00E+15,163.822258,0.39,0.93,SA
0.239074,0.159174,0.594787,0.94133,0.45,301.297577,148.90238,4.10E+15,1.82E+15,106.824028,0.52,0.93,MX
0.332005,0.551461,0.377589,0.535516,0.68,301.579163,133.554092,5.01E+15,3.75E+15,146.745543,0.56,0.96,UN
0.186366,0.367774,0.335116,0.381124,1.2,302.264801,149.533839,3.41E+15,2.35E+15,104.81196,0.77,0.91,DU
0.150423,0.334632,0.308992,0.289556,1.53,301.140015,137.581913,5.09E+15,3.76E+15,169.062059,0.35,0.92,DU
0.114311,0.317934,0.264623,0.217006,0.94,302.188049,136.976851,3.56E+15,2.49E+15,148.975684,0.11,0.93,DU
0.130318,0.320918,0.288702,0.234296,1.33,302.811615,134.391259,2.62E+15,2.18E+15,104.745121,0.23,0.92,DU
0.208132,0.401521,0.344789,0.43889,0.45,303.309418,139.446611,6.55E+15,2.32E+15,145.355367,0.32,0.96,UN
0.289167,0.522666,0.356725,0.479454,1.14,303.466431,140.130942,4.58E+15,2.61E+15,161.749967,0.16,0.93,DU
0.174392,0.375385,0.31555,0.297974,1.33,302.93515,142.1453,2.12E+15,4.20E+15,107.561748,0.26,0.95,UN
0.143754,0.338526,0.298394,0.158311,0.87,302.265472,131.019903,1.55E+15,2.97E+15,107.130068,0.22,0.93,DU
0.142481,0.326465,0.303205,0.163362,1.22,302.374786,137.362691,2.25E+15,3.26E+15,174.094344,0.31,0.93,DU
0.154331,0.255914,0.378794,0.193531,1.14,303.562622,140.203516,1.97E+15,2.92E+15,112.21129,0.59,0.92,DU
0.139035,0.159727,0.467094,0.48465,-0.18,302.762268,120.330217,7.72E+15,1.39E+15,143.862735,0.36,0.96,MX
0.221395,0.183087,0.543886,0.873401,0.72,304.281677,141.003236,7.76E+15,1.59E+15,164.339332,0.34,0.93,MX
0.31582,0.190533,0.622104,1.108137,0.3,304.14035,136.032442,5.71E+15,4.97E+15,109.411801,1.15,0.92,SA
0.195073,0.278224,0.410269,0.687569,0.04,304.263794,118.384807,5.42E+15,4.54E+15,146.250367,0.71,0.97,MX
0.199382,0.266439,0.426914,0.665407,0.66,303.01712,136.036229,3.72E+15,4.30E+15,175.235548,0.54,0.96,MX
0.124071,0.279015,0.308148,0.394683,1.1,306.280273,109.6553,5.06E+15,1.61E+15,162.906277,-0.03,0.95,UN
0.226062,0.524558,0.302049,0.33064,1.62,303.718414,104.199717,1.69E+15,2.20E+15,108.546643,-0.03,0.95,UN
0.143238,0.272072,0.341534,0.455751,1.09,304.623962,104.46713,4.39E+15,4.55E+15,171.700719,0.43,0.95,UN
0.183409,0.263687,0.41033,0.618066,0.74,304.707947,110.275596,6.10E+15,2.45E+15,150.361541,0.07,0.96,MX
0.313818,0.366529,0.461772,0.758436,0.72,303.937347,106.131741,5.81E+15,1.89E+15,106.78498,0.33,0.97,MX
0.252555,0.418828,0.376041,0.562638,1.51,304.5047,109.067858,4.65E+15,2.16E+15,173.239631,0.02,0.96,UN
0.23992,0.293469,0.450228,0.697842,0.51,306.890564,107.87186,8.29E+15,1.54E+15,145.397735,0.28,0.96,MX
0.236293,0.257911,0.476134,0.760356,1.25,303.469727,109.105643,9.03E+15,1.76E+15,162.056506,0.04,0.96,MX
0.328874,0.520166,0.387209,0.615646,1.01,302.968201,107.508318,2.70E+15,1.91E+15,107.419169,0.2,0.97,UN
0.296897,0.39274,0.430155,0.669609,0.92,303.168243,110.088632,-8.83E+17,3.68E+15,174.151213,0.2,0.97,MX
0.287934,0.358079,0.445104,0.715872,1.1,302.626923,120.834731,6.59E+15,2.52E+15,149.304191,0.32,0.97,MX
0.289697,0.312675,0.48047,0.769506,0.7,301.969299,108.501338,1.20E+16,3.29E+15,105.769998,0.48,0.97,MX
0.20576,0.270352,0.432185,0.644325,1.04,302.500885,108.237043,6.28E+15,2.42E+15,173.512616,0.19,0.96,MX
0.269804,0.450222,0.376155,0.495763,0.91,304.56601,121.112471,8.03E+15,1.58E+15,146.315402,0.13,0.96,UN
0.367719,0.339224,0.518869,0.853172,1.39,303.797638,113.761317,3.07E+15,1.54E+15,160.939596,0.12,0.95,MX
0.383683,0.230587,0.624314,1.040307,0.87,303.968872,109.231293,-2.51E+16,2.53E+15,106.486748,0.44,0.95,SA
0.313984,0.164355,0.656838,1.11091,0.5,303.313538,111.273736,-1.77E+16,3.84E+15,174.159726,0.61,0.97,NAs
0.41726,0.585701,0.409301,0.660334,0.31,305.059296,115.029144,5.58E+15,1.89E+15,149.558228,0.06,0.97,MX
0.439331,0.553642,0.440547,0.69156,1.49,302.040741,123.502444,5.65E+15,1.67E+15,148.016876,0.04,0.96,MX
0.292108,0.416258,0.412482,0.520102,1.07,302.156372,109.838677,6.45E+15,2.52E+15,170.641465,0.24,0.97,MX
0.240967,0.237592,0.503199,0.768157,0.13,305.712036,113.218684,3.54E+15,1.76E+15,146.325526,0.35,0.97,MX
0.368149,0.288,0.562367,0.94992,0.78,300.593872,109.874451,6.71E+15,2.66E+15,104.119998,0.6,0.96,MX
0.473044,0.280326,0.621803,1.080449,0.99,300.844299,112.696599,7.24E+15,2.29E+15,166.057276,0.58,0.97,NAs
0.213837,0.062859,0.76554,0.993232,-0.1,305.887817,105.103136,6.16E+15,2.03E+15,145.988193,0.16,0.95,SA
0.144835,0.131112,0.542566,0.085018,0.76,302.814117,114.499568,4.40E+15,1.28E+15,150.763997,-0.02,0.96,MX
0.107255,0.128062,0.459094,0.248178,0.26,303.872192,115.945688,7.48E+15,1.20E+15,125.442451,0.22,0.94,MX
0.124479,0.154754,0.444797,0.561465,0.2,304.937073,120.950594,2.80E+15,1.31E+15,172.684808,0.23,0.95,MX
0.120917,0.158373,0.432825,0.409429,0.52,307.09375,118.83094,5.85E+15,1.64E+15,113.168517,0.16,0.96,MX
0.13125,0.205343,0.388807,0.423043,0.23,302.716003,112.071565,5.02E+15,1.82E+15,142.795508,0.44,0.95,UN
0.124055,0.276195,0.30976,0.12492,1.33,302.967102,105.325018,3.17E+15,1.45E+15,162.281277,0.1,0.94,DU
0.153503,0.227953,0.415038,0.050866,1.4,304.156586,104.95888,6.04E+15,2.09E+15,109.829116,0.34,0.93,MX
0.099498,0.076853,0.620754,0.329835,0.43,305.602936,102.1328,5.61E+15,2.56E+15,171.000437,1.04,0.96,NAs
0.234525,0.230743,0.503176,0.784121,0.21,305.628082,113.593254,6.60E+15,1.53E+15,144.670579,0.22,0.96,MX
0.26925,0.249281,0.500701,0.824186,1.12,303.749329,103.695614,5.31E+15,1.13E+15,160.678909,0.03,0.96,MX
0.151927,0.24313,0.383732,0.53759,1.01,303.812073,100.116151,4.28E+15,2.12E+15,108.019187,0.43,0.94,DU
0.117512,0.194368,0.375479,0.466758,1.01,306.655823,103.413022,-3.65E+16,2.90E+15,173.20012,0.11,0.95,UN
0.077573,0.148502,0.341444,0.3851,0.51,305.562347,102.661462,4.68E+15,1.99E+15,148.251488,0.13,0.95,UN
0.127776,0.163285,0.418139,0.636531,0.43,307.358215,111.752007,7.60E+15,2.00E+15,125.531337,0.32,0.94,MX
0.111438,0.115198,0.509367,0.659792,0.43,306.26712,107.512013,8.59E+15,2.12E+15,172.031717,0.11,0.94,MX
0.154323,0.171278,0.473783,0.727806,0.44,307.279266,113.446013,6.97E+15,1.27E+15,125.332243,0.14,0.95,MX
0.201782,0.209004,0.491247,0.755776,0.86,305.472839,115.311429,5.56E+15,1.46E+15,168.981341,0.21,0.94,MX
0.303978,0.490108,0.382944,0.585297,1.25,302.832062,125.217977,5.43E+15,2.34E+15,144.677511,0.16,0.94,DU
0.317753,0.468565,0.404325,0.660981,0.98,304.378387,115.624373,7.92E+15,2.45E+15,124.562313,0.39,0.96,MX
0.286335,0.314492,0.474407,0.799314,0.83,304.581512,117.632477,4.21E+15,1.59E+15,164.509573,0.26,0.96,MX
0.35024,0.370501,0.48671,0.790007,0.59,302.336182,117.153667,4.86E+15,2.03E+15,145.02351,0.44,0.93,MX
0.172685,0.100194,0.654672,0.858327,0.41,299.920288,104.244213,2.36E+15,1.32E+15,100.267366,0.22,0.95,SA
0.163617,0.042839,0.792773,1.471645,0.34,300.283783,91.7017256,2.34E+15,1.43E+15,98.1899978,0.39,0.98,NAs
0.208264,0.110277,0.631533,1.084259,0.39,300.123688,97.4858652,5.25E+15,1.65E+15,135.478528,0.38,0.96,NAs
0.16588,0.173219,0.486389,0.959005,0.41,304.030701,107.282055,5.79E+15,2.37E+15,106.389998,0.12,0.95,MX
0.197209,0.157469,0.555722,1.100954,0.51,303.43808,113.599173,6.13E+15,2.70E+15,148.232,0.3,0.96,MX
0.261017,0.189488,0.579299,1.136698,0.67,302.688385,111.494004,6.00E+15,2.78E+15,169.711976,0.52,0.95,MX
0.256532,0.123857,0.67375,1.23642,0.38,305.309418,112.708226,8.30E+15,1.49E+15,103.855192,0.19,0.97,NAs
0.128189,0.067071,0.661597,1.216852,0.64,304.907684,115.566796,3.89E+15,1.71E+15,164.677646,0.22,0.94,SA
0.2508,0.204282,0.551569,1.032033,0.17,301.968414,118.682342,9.96E+15,2.19E+15,144.478158,0.42,0.97,MX
0.232789,0.224263,0.508889,0.923943,1.06,303.208221,119.556622,6.01E+14,3.87E+15,162.624444,0.05,0.94,MX
0.28865,0.190138,0.603058,1.136093,0.03,304.997894,114.285406,6.21E+15,2.68E+15,145.953422,0.41,0.97,NAs
0.16355,0.105701,0.60357,1.079438,0.18,302.781677,102.903109,3.85E+15,2.32E+14,140.096072,-0.01,0.94,SA
0.163294,0.094889,0.630088,1.216063,0.17,300.854858,94.2241269,6.05E+15,1.66E+15,135.368974,0.05,0.94,SA
0.171793,0.077268,0.685115,1.251955,0.25,302.503082,92.449837,6.58E+15,1.42E+15,99.975368,0.32,0.98,NAs
0.23803,0.116215,0.661968,1.228629,0.38,302.636719,106.764004,6.22E+15,3.67E+15,136.918493,1.26,0.94,SA
0.08293,0.09858,0.476667,0.745388,0.51,299.546051,90.6187978,4.53E+15,9.42E+14,135.338528,-0.13,0.92,MX
0.197122,0.071705,0.720723,1.328753,0.35,300.173584,110.979063,7.53E+15,1.03E+15,136.393687,-0.1,0.94,SA
0.215434,0.081379,0.721316,1.387347,0.36,301.375336,107.265534,7.23E+15,2.66E+15,95.5404562,0.31,0.95,SA
0.131538,0.06223,0.635718,1.221293,0.24,298.142761,99.3217667,5.32E+15,1.28E+15,99.1821364,0.36,0.92,SA
0.030411,0.046654,0.396102,0.529993,0.47,298.327515,88.3696962,3.44E+15,1.61E+15,134.991037,0.25,0.92,DU
0.13529,0.121524,0.505523,0.621328,0.58,296.707794,108.334622,1.16E+15,8.63E+14,125.656748,0.15,0.92,MX
0.038103,0.039051,0.530444,0.341068,0.49,295.377747,85.3396457,2.52E+15,9.31E+14,93.3904563,0.21,0.91,MX
0.05101,0.042552,0.54428,0.80443,0.44,293.502655,121.816873,5.34E+15,1.54E+15,95.31461,0.23,0.89,MX
0.042101,0.055923,0.437479,0.273952,0.55,295.01767,117.261077,1.73E+15,1.27E+15,92.5999274,-0.05,0.92,MX
0.048468,0.101785,0.321154,0.452482,0.49,295.397339,137.979026,1.45E+15,1.90E+15,127.153675,0.2,0.91,DU
0.095784,0.083059,0.536132,1.049048,0.12,297.593323,114.343819,1.38E+15,1.88E+15,91.8299979,0.2,0.97,MX
0.085927,0.053779,0.595351,0.75735,0.55,297.016785,114.225596,3.66E+15,1.26E+15,143.853581,0.29,0.91,MX
0.042766,0.099159,0.302214,0.169875,0.37,295.264465,118.27222,3.16E+15,1.31E+15,93.8821541,0.14,0.95,UN
0.148096,0.444247,0.250392,0.319323,0.94,298.484772,147.932615,4.58E+15,1.03E+15,146.831566,-0.02,0.92,DU
0.195927,0.308752,0.388193,0.610389,0.95,297.563385,143.483936,6.48E+15,2.71E+15,93.6699979,0.32,0.91,DU
0.049435,0.024476,0.668912,0.806507,0.05,294.298248,137.803124,3.26E+15,1.27E+15,97.989275,0.31,0.91,SA
0.050086,0.083124,0.391861,0.232128,0.27,292.783997,117.07695,1.94E+15,8.03E+14,146.333687,0.01,0.92,DU
0.071615,0.059989,0.541873,0.823514,0.42,299.423035,131.769972,3.11E+14,2.24E+15,96.2771541,0.39,0.92,MX
0.081128,0.121193,0.410535,0.076139,0.82,298.049896,145.069294,2.26E+15,1.77E+15,101.094099,0.2,0.88,MX
0.190338,0.323484,0.370492,0.579115,1.3,300.210449,169.191179,5.95E+15,2.66E+15,147.541002,0,0.91,DU
0.122891,0.328638,0.268547,-0.008324,1.08,296.876312,114.951274,1.09E+15,6.58E+14,99.5344336,0.07,0.93,DU
0.062536,0.075094,0.450819,0.370615,0.31,298.921722,106.37604,2.63E+15,1.14E+15,150.276513,0.4,0.9,MX
0.089731,0.113181,0.448949,0.170509,0.64,295.854858,155.029319,1.13E+15,1.19E+15,139.982776,0.29,0.91,MX
0.12361,0.243106,0.338206,0.13034,1.19,298.939911,118.323521,2.14E+14,1.16E+15,99.8899978,0.16,0.88,DU
0.065821,0.056258,0.542872,0.393737,0.68,296.591888,167.843677,1.92E+15,1.80E+15,104.678975,0.35,0.88,MX
0.156754,0.223425,0.409407,0.714635,0.59,301.314056,150.393614,3.19E+15,2.92E+15,103.209998,0.48,0.93,MX
0.10261,0.173632,0.370745,0.540949,0.66,302.264679,147.860183,1.97E+15,2.30E+15,108.143887,0.42,0.92,DU
0.061995,0.030816,0.667913,0.387021,-0.11,299.63858,120.322971,2.76E+15,1.12E+15,146.16807,0.07,0.93,SA
0.080295,0.191067,0.303527,0.36408,0.7,299.45285,117.105431,-3.02E+14,1.75E+15,106.141854,0.17,0.91,DU
0.141261,0.211089,0.399327,0.484257,0.4,300.781921,118.365073,3.27E+15,9.84E+14,148.520526,0.02,0.98,UN
0.100311,0.107982,0.486122,0.71174,0.31,298.833679,127.747051,2.31E+15,2.26E+15,149.109614,0.98,0.95,MX
0.097609,0.080515,0.544766,0.8177,0.08,301.36087,120.234041,1.86E+15,1.43E+15,106.035086,0.6,0.93,MX
0.063392,0.067247,0.485439,0.59442,0.1,301.185883,144.65923,1.37E+14,1.65E+15,171.956941,0.44,0.91,MX
0.097452,0.150281,0.393505,0.449242,0.58,302.9375,148.545951,9.75E+14,1.80E+15,111.066325,0.48,0.91,DU
0.123099,0.257239,0.322508,0.261143,0.44,302.155029,134.277827,1.92E+15,9.38E+14,144.600332,0.14,0.93,DU
0.077181,0.129026,0.373226,0.235816,0.87,302.093414,126.735523,2.63E+15,1.16E+15,163.159614,0.1,0.88,DU
0.071405,0.079854,0.469721,0.383928,0.41,301.3302,119.255443,3.32E+15,2.02E+15,108.571748,0.15,0.89,MX
0.092397,0.133653,0.410605,0.367084,-0.59,302.747467,127.466158,4.86E+15,1.68E+15,146.922946,-0.01,0.94,MX
0.104927,0.166705,0.38927,0.404516,0.45,299.9375,149.104437,3.32E+15,1.17E+15,151.7517,0.55,0.93,DU
0.143601,0.173627,0.447319,0.773429,0.04,302.682953,139.420541,4.20E+15,2.41E+15,107.960033,0.74,0.92,MX
0.099404,0.243338,0.286409,0.334421,1.16,305.791534,134.963389,3.39E+15,1.14E+15,164.811523,0.19,0.9,DU
0.103648,0.585991,0.151817,0.096257,2.39,301.25177,127.065887,-1.11E+15,2.20E+15,109.944204,-0.14,0.92,DU
0.084434,0.311969,0.213534,0.109861,1.72,307.952728,114.477095,1.08E+15,2.68E+15,145.780332,0.25,0.94,DU
0.074951,0.280617,0.210854,0.083764,0.88,302.456635,139.793398,9.80E+14,1.75E+15,152.718927,0.06,0.94,DU
0.104476,0.237345,0.293998,0.367312,0.64,305.593536,122.235883,2.75E+15,1.53E+15,108.889998,0.32,0.92,DU
0.086921,0.254585,0.252732,0.064637,0.85,303.735962,116.6829,2.29E+15,1.36E+15,174.467863,0.19,0.96,UN
0.201609,0.354824,0.364963,0.646378,0.22,305.856598,103.317778,4.52E+15,1.86E+15,148.195314,0.08,0.97,UN
0.208741,0.395237,0.337832,0.523619,0.93,304.249268,113.156831,8.11E+15,1.38E+15,106.264909,0.2,0.96,UN
0.293881,0.550202,0.349372,0.5526,1.3,303.969177,112.069994,8.86E+15,2.16E+15,111.028605,0.24,0.97,UN
0.092324,0.11441,0.446371,0.753047,0.22,303.733551,120.801215,7.57E+15,1.65E+15,110.148746,0.11,0.94,MX
0.385,0.150839,0.706465,1.327233,-0.21,304.438538,100.39232,9.15E+15,1.59E+15,147.740896,0.36,0.98,NAs
0.369815,0.240263,0.607183,1.0471,0.65,304.441376,113.196219,6.34E+15,2.25E+15,103.780209,0.14,1,NAs
0.299054,0.201038,0.598901,1.073249,0.56,302.094727,116.562791,6.99E+15,2.24E+15,163.780296,0.25,0.95,MX
0.3422,0.114187,0.740862,1.263629,0.08,304.230743,114.465549,7.41E+15,2.62E+15,143.998211,0.59,0.97,NAs
0.307943,0.18401,0.623865,1.040569,0.97,302.593414,105.358124,2.71E+15,1.43E+15,104.672083,0.12,0.94,SA
0.258645,0.181816,0.585742,1.039385,0.22,304.06308,111.777337,5.09E+15,2.42E+15,145.360984,0.38,0.95,MX
0.259712,0.191847,0.572659,0.986755,0.76,303.083679,106.522753,6.26E+15,2.51E+15,102.825297,0.34,0.96,MX
0.436842,0.151786,0.729613,1.238762,0.35,304.792847,103.877562,6.06E+15,1.78E+15,141.488317,0.37,0.96,NAs
0.083253,0.059623,0.584749,0.954324,0.29,305.061523,104.561135,6.94E+15,1.03E+15,142.368511,0.07,0.93,MX
0.084656,0.057048,0.59593,0.963293,0.32,302.582367,106.62956,5.87E+15,1.77E+15,139.108657,0.41,0.94,MX
0.122749,0.124704,0.497587,0.840401,0.73,304.687164,104.779363,5.46E+15,2.32E+15,101.505333,0.26,0.92,MX
0.115747,0.09408,0.552215,0.878569,0.72,304.25,116.007868,1.61E+15,2.35E+15,105.73431,0.32,0.92,MX
